building_id,proba_grado1,proba_grado2,proba_grado3
802906,0.0,0.10040631547456902,0.899593684525431
28830,0.0,1.0,0.0
94947,0.0,0.12256911748991434,0.8774308825100857
590882,0.0,1.0,0.0
201944,0.0,0.6864718831317919,0.3135281168682081
333020,0.0,0.6045481898351055,0.39545181016489445
728451,0.0,0.27601925527169513,0.7239807447283048
475515,0.9280299413283569,0.0,0.07197005867164308
441126,0.0,0.9037853678242472,0.09621463217575278
989500,0.7754993030808189,0.22450069691918106,0.0
7962,0.0,0.067170347694856,0.9328296523051439
452227,0.12069422012849196,0.6377867773300571,0.241519002541451
444381,0.0,1.0,0.0
287845,0.0,0.0,1.0
605134,0.0,0.766556604496168,0.23344339550383192
563431,0.0,0.5983936867731423,0.40160631322685775
633759,0.0,0.984022211894624,0.01597778810537595
980230,0.0,0.5954907788999171,0.40450922110008286
354011,0.0,1.0,0.0
483543,0.0,0.042768400214767,0.957231599785233
793397,0.0,0.2750291398536826,0.7249708601463174
433870,0.05746945207145008,0.9425305479285498,0.0
219578,0.0,0.7438921704368493,0.2561078295631507
933368,0.0,0.8147023941149935,0.18529760588500652
519606,0.0,0.8022406755152025,0.1977593244847975
801078,0.0,0.0,1.0
973909,0.0,0.9504336167932146,0.0495663832067854
858160,0.0,0.9514483326938467,0.04855166730615336
466558,0.0,0.38825070747574897,0.6117492925242509
529366,0.0,0.17161873406363362,0.8283812659363664
406413,0.33707170486078,0.6629282951392201,0.0
16485,0.07605318659201957,0.8820506943195977,0.0418961190883826
157370,0.0,0.8793744138099797,0.12062558619002021
119565,0.0,0.5438345726097317,0.4561654273902684
141871,0.0,0.09475179728788051,0.9052482027121195
903120,0.0,0.44728542052262066,0.5527145794773795
864809,0.20974623886092558,0.7902537611390744,0.0
252816,0.0,0.09119366267971679,0.9088063373202832
33651,0.0,0.3521469217160508,0.6478530782839491
90130,0.0,1.0,0.0
306024,0.0,0.9486563039920579,0.05134369600794207
677028,0.0,0.8350398397498413,0.16496016025015878
833827,0.0,0.2806255026777786,0.7193744973222214
180267,0.0,0.4479365536051894,0.5520634463948105
1005736,0.0,0.8890941948546576,0.11090580514534248
440102,0.8261313389248988,0.17386866107510127,0.0
132583,0.04128968551276967,0.9153124487813786,0.04339786570585166
362494,0.10729496571059671,0.7767518320122309,0.11595320227717243
987864,0.0,0.5,0.5
402996,0.5770680372349192,0.3676481947108547,0.055283768054226065
871517,0.0,1.0,0.0
877361,0.0,0.5361924703267823,0.46380752967321776
605460,0.10616665250944086,0.27884412913784756,0.6149892183527115
288541,0.49931573302960147,0.5006842669703986,0.0
893477,0.0,0.03786143137054161,0.9621385686294585
135600,0.0,0.0,1.0
987565,0.0,0.3106683652618775,0.6893316347381225
552720,0.0,0.9247330560943883,0.07526694390561181
624119,0.0,0.0,1.0
302199,0.0,0.0,1.0
961851,0.0,0.5790016146987482,0.4209983853012517
1044113,0.0,0.5338801049087025,0.46611989509129753
270811,0.0,1.0,0.0
767109,0.0,0.17276695118938296,0.8272330488106171
415067,0.4361048435421951,0.5195597666216789,0.04433538983612578
439999,0.5244081375471653,0.4755918624528347,0.0
799678,0.0,0.4004365793161475,0.5995634206838525
648002,0.035406998330599536,0.9645930016694005,0.0
388581,0.0,0.7006694848802809,0.2993305151197191
612701,0.0,0.0324415244841807,0.9675584755158193
591993,0.0,0.35788421048152935,0.6421157895184706
708530,1.0,0.0,0.0
645774,0.0,0.9508038790087873,0.04919612099121278
907445,0.0,0.9156745064989661,0.08432549350103381
483230,0.20070938798641674,0.7258268829997234,0.07346372901385984
1041381,0.0,0.8960327922422903,0.10396720775770979
425720,1.0,0.0,0.0
426951,0.0,1.0,0.0
732884,0.24430281321657174,0.7556971867834283,0.0
206961,0.0,0.5490320908304075,0.4509679091695927
529881,0.026942939850176376,0.9730570601498236,0.0
118711,0.0,0.3994609926339586,0.6005390073660414
965807,0.0,0.0,1.0
928851,0.0,0.7462671912925118,0.2537328087074881
603867,0.020669766133899235,0.5856791845099091,0.3936510493561916
67684,0.0,0.36493488594239865,0.6350651140576014
361363,0.056086013551847204,0.9304978049763935,0.013416181471759384
645772,0.0,0.4455994030098167,0.5544005969901832
931198,0.08597472146869033,0.9140252785313095,0.0
250898,0.0,0.0,1.0
351011,0.0,0.96629411280919,0.03370588719080989
852077,0.0,0.6597937705515765,0.34020622944842355
262843,0.0,0.6958525407716467,0.3041474592283531
311370,0.0,0.7500290232853617,0.24997097671463836
722503,0.0,0.3370013649333397,0.6629986350666602
551423,0.0,0.5414405283635004,0.4585594716364997
511997,0.0,0.3580314136813803,0.6419685863186196
266161,0.0,0.971326815639919,0.028673184360081004
643474,0.0,0.02184148957790208,0.978158510422098
697129,0.0,0.7035670623006327,0.29643293769936724
623033,0.04862971278289406,0.9513702872171059,0.0
601975,0.0,1.0,0.0
95369,0.0,0.8782205112778909,0.1217794887221091
96470,0.0,1.0,0.0
834001,0.0,0.4693160972944685,0.5306839027055315
820425,0.0,1.0,0.0
627034,0.0,1.0,0.0
71947,0.0,0.8668866770011594,0.1331133229988406
635262,0.987173205494698,0.012826794505302013,0.0
792665,0.0,1.0,0.0
677652,0.0,1.0,0.0
402299,0.0,0.9237084476640778,0.07629155233592215
843295,0.028831016948189965,0.5218913004864554,0.4492776825653546
871860,0.0,0.7500410117680125,0.24995898823198756
533100,0.1687576944566002,0.7857352003555519,0.04550710518784795
790140,0.3265077798593175,0.48501678124748937,0.188475438893193
170270,0.0,0.0,1.0
550121,0.0,0.0,1.0
32048,0.0,0.3522914884564679,0.647708511543532
605667,0.1922570486831552,0.7360586075290254,0.07168434378781936
824847,0.0,1.0,0.0
799967,0.0,1.0,0.0
550067,0.0,0.5812715382489657,0.4187284617510343
187320,0.0,0.8703704818502336,0.12962951814976648
767971,0.0,0.9596701783222843,0.04032982167771572
591587,0.0,0.5375091614245706,0.46249083857542944
358906,0.0,0.661789018972698,0.338210981027302
247133,0.0,0.8434128845714254,0.15658711542857462
718071,0.0,0.9224667128520312,0.07753328714796873
663374,0.0,1.0,0.0
849622,0.06505567012468558,0.7882062823069375,0.14673804756837688
902337,0.0,0.6378149171232766,0.3621850828767233
124969,0.0,1.0,0.0
402491,0.0,0.5709107279198569,0.4290892720801432
714885,0.0,0.09937186037235905,0.9006281396276409
1009839,0.13014879607864768,0.7804637486773937,0.08938745524395872
93340,0.0,0.5887048684270133,0.41129513157298675
656607,0.0,0.9375496900951111,0.062450309904888736
719281,0.0,1.0,0.0
563429,0.03319667641408285,0.8762882102144254,0.09051511337149172
958524,0.0,1.0,0.0
295363,0.5056952882816118,0.4943047117183881,0.0
910378,0.0,0.587917468804557,0.4120825311954431
238065,0.0,1.0,0.0
301655,0.0,1.0,0.0
712335,0.0,0.0,1.0
569370,0.0,0.965813304050721,0.03418669594927907
954281,0.0,0.35755392284012266,0.6424460771598774
760600,0.22951103330034542,0.7704889666996546,0.0
618331,0.0,0.13826534531654058,0.8617346546834594
932074,0.0,0.8612295020135676,0.13877049798643243
86370,0.0,0.0,1.0
890803,0.0,1.0,0.0
996541,0.0,0.9329618868026287,0.06703811319737125
699254,0.0,0.43947251524137537,0.5605274847586247
294469,0.3986737408158867,0.6013262591841132,0.0
543292,0.0,0.0,1.0
852187,0.0,0.07502447568671367,0.9249755243132863
187122,0.10219372817286836,0.6697133823674556,0.22809288945967607
913994,0.07618556246626412,0.8812487868779048,0.04256565065583116
456795,0.0,0.0,1.0
838913,0.0,0.6574906311984348,0.3425093688015653
731999,0.0,0.08662286473640649,0.9133771352635935
377912,0.03496977812538867,0.33582652792716644,0.6292036939474448
60500,0.0,1.0,0.0
325898,0.0,1.0,0.0
670184,0.19657119908934456,0.7643591095600003,0.03906969135065511
638140,0.0,0.04586332442977557,0.9541366755702244
445215,0.17402219788604817,0.8259778021139519,0.0
212481,0.03971022901916407,0.8497151149651972,0.1105746560156387
964939,0.0,0.3712730099318594,0.6287269900681407
304846,0.0,1.0,0.0
907103,0.0,0.5217491998275338,0.47825080017246613
757178,0.0,0.0,1.0
681221,0.0,0.23189419673627445,0.7681058032637256
443607,0.0,0.17393045141742475,0.8260695485825753
561297,0.0,0.7466143970728689,0.2533856029271311
475461,0.5670106962753821,0.3579678752692748,0.07502142845534306
933242,1.0,0.0,0.0
206779,0.0283283447731972,0.6259633936804525,0.34570826154635026
855142,0.01856021999023651,0.9814397800097635,0.0
745413,0.03872817765573459,0.3714878736944811,0.5897839486497842
76950,0.5521337684721377,0.4478662315278622,0.0
358013,0.3160626234027311,0.4172509462561934,0.2666864303410755
891578,0.0,0.7010932535965125,0.29890674640348747
492867,0.0,0.05178284419800049,0.9482171558019995
261907,0.0,0.15838803787194258,0.8416119621280573
213830,0.0,0.0,1.0
911759,0.0,0.015779095852792413,0.9842209041472076
798975,0.041931765766048214,0.5162334801857108,0.4418347540482411
