building_id,proba_grado_correcto
201944,0.3135281168682081
605134,0.2334433955038319
980230,0.4045092211000829
793397,0.2750291398536826
466558,0.38825070747574897
864809,0.2097462388609256
180267,0.4479365536051894
987864,0.5
605460,0.2788441291378476
288541,0.4993157330296015
302199,0.0
439999,0.4755918624528347
799678,0.4004365793161475
388581,0.2993305151197191
708530,0.0
645774,0.04919612099121278
206961,0.4509679091695927
118711,0.3994609926339586
603867,0.3936510493561916
852077,0.34020622944842355
311370,0.2499709767146384
551423,0.4585594716364997
834001,0.4693160972944685
677652,0.0
533100,0.1687576944566002
550121,0.0
799967,0.0
591587,0.4624908385754294
902337,0.3621850828767233
402491,0.4290892720801432
93340,0.4112951315729868
543292,0.0
445215,0.0
964939,0.3712730099318594
907103,0.4782508001724661
475461,0.3579678752692748
206779,0.34570826154635026
358013,0.3160626234027311
798975,0.4418347540482411
117590,0.4676500321083827
566185,0.30958364870807625
504208,0.13225992918295446
29061,0.12911071633548402
385806,0.2903858347712047
103441,0.0
168711,0.4947561788670773
1022710,0.4713255607966512
145522,0.0
118080,0.4568298438309448
35282,0.06741230845779816
510669,0.0583366525026302
524021,0.07022958194259127
884932,0.4230523404100808
233499,0.2090404777562093
1037193,0.1506063229521538
89827,0.2778695034684747
980021,0.2080807033775908
65257,0.3615632016880552
790159,0.14440103148637812
1049470,0.3723386348275705
564897,0.3486071658930562
854364,0.37681816847007854
996470,0.2752255931863241
799072,0.08648567095920008
374000,0.29706467022824085
5479,0.26825039550929114
1005258,0.455035518018383
265691,0.0
964928,0.046222687882987376
194930,0.4646237642364411
384055,0.10442954362496702
925729,0.21282457987218054
903361,0.3152792268067905
865603,0.42545274105720615
749317,0.0
950437,0.39216177868627705
246270,0.0
602392,0.3333333333333333
363074,0.2051322714482376
818888,0.05744082266079095
334390,0.3737987669615463
872438,0.0
670830,0.3019736244407709
294272,0.4625108441674488
5373,0.3025863479855907
366012,0.3626594189162923
170930,0.01096789732609148
959547,0.06672232417640729
349703,0.1280178265163953
818091,0.4515555439265999
568171,0.2572268243107009
635649,0.4500071402871675
710633,0.4422747860519989
324885,0.4523840266154572
842498,0.5
318782,0.2556651740429925
958117,0.0
905317,0.2523972786591933
552111,0.16810334516191466
101629,0.3303039405400774
834807,0.4730994933326439
511762,0.33205060345957044
798797,0.4345808454706918
115798,0.079159374333723
343800,0.4832411862895576
220340,0.11521208363214898
360730,0.004446817032083439
529478,0.17790394559050315
338761,0.03816030664546278
404219,0.15616311216347886
923241,0.13369260455353915
828538,0.35741069033270634
586030,0.4398151420430973
158537,0.29107754080900955
925964,0.4243700377047396
203261,0.455884984166812
758110,0.07487628437661845
180957,0.3333333333333333
157388,0.0
749748,0.4345153028841773
828731,0.0
605120,0.107769952641305
983312,0.4713434824263391
194805,0.479193253786974
108895,0.0
939472,0.33903833946469497
224125,0.4937595457572503
442958,0.0
2095,0.0
844796,0.2709062130990601
473223,0.4178854089399716
650478,0.408921677315648
592146,0.4692349924499634
334577,0.31568400766620386
494660,0.3354435509739213
264295,0.05976810534281904
504389,0.4465381012523861
1035718,0.31085383020314994
631967,0.3941619656222571
108156,0.28644424119557793
755376,0.0
398696,0.24970422901468026
670813,0.5
61316,0.0
153161,0.0
695029,0.3163909420057092
156636,0.3284617238145206
166837,0.05298830428081878
451626,0.490951893735168
447643,0.4269088487052057
265952,0.0
667580,0.3692398679845932
994920,0.4872535320743025
627322,0.3736475939449345
769771,0.05486096420255344
193895,0.0
291222,0.30033928847690106
277880,0.4242558117777963
867168,0.34149143106290075
