building_id,proba_grado1,proba_grado2,proba_grado3
300051,0.000806412,0.31683686,0.6823568
99355,0.0013301072,0.87257236,0.12609755
890251,0.0070557827,0.8390037,0.15394048
745817,0.5911648,0.40716302,0.0016721594
421793,0.0012754765,0.1827025,0.81602204
871976,0.054895062,0.75119,0.19391496
691228,0.6814533,0.30979055,0.008756205
896100,0.0016077337,0.04168144,0.9567108
343471,0.029493148,0.7821831,0.18832377
766647,0.10258747,0.8101776,0.08723497
800548,0.15720688,0.8322253,0.010567856
652685,0.010501245,0.7272939,0.2622048
590834,0.00482184,0.58781517,0.407363
612530,0.0002263582,0.5327796,0.46699408
535718,0.20353764,0.7937282,0.0027342506
269418,0.025731213,0.8283431,0.14592567
281421,0.021172006,0.88546467,0.09336332
797571,0.0030564151,0.8039979,0.19294572
216579,0.057908423,0.8760083,0.06608334
81554,0.18904023,0.78949356,0.021466225
132785,0.0023078562,0.8728826,0.124809526
976125,0.0017424433,0.29091313,0.7073445
851237,0.013708216,0.3331442,0.6531476
322922,0.003538769,0.47471097,0.5217503
786774,0.021986121,0.9752822,0.0027316422
922680,0.0014188003,0.63323855,0.36534262
134349,0.17771369,0.07912379,0.7431626
551456,0.0015251879,0.73000705,0.26846778
194812,0.047634482,0.9388812,0.013484317
520031,0.0055147517,0.3351642,0.659321
765502,0.0013502409,0.084743366,0.9139064
517764,0.7233377,0.23616129,0.04050101
174470,0.010513784,0.8179937,0.17149255
395012,0.028256446,0.8584482,0.113295384
159776,0.011110879,0.64479387,0.3440952
62638,0.0012500916,0.70652854,0.29222137
65760,0.010620391,0.7696659,0.21971372
761527,0.007944244,0.8614239,0.13063185
37201,0.20330276,0.74596846,0.050728798
853163,0.01912688,0.7912399,0.18963313
562505,0.014657877,0.9503289,0.035013296
349010,0.00062502077,0.24173032,0.75764465
780817,0.04212217,0.8435023,0.114375554
179897,0.125286,0.79329437,0.081419595
845103,0.008545174,0.4559945,0.5354603
171560,0.018318169,0.10467924,0.8770026
586661,0.009790083,0.7866666,0.20354338
84102,0.03501952,0.943868,0.021112505
610806,0.004716371,0.24603273,0.7492509
269531,0.005630566,0.81960785,0.17476152
3781,0.00032338264,0.8473034,0.15237322
127674,0.001145003,0.1808644,0.8179906
820462,0.0015329723,0.8985702,0.09989682
955190,0.006478163,0.8800711,0.113450706
405557,0.19593169,0.7543299,0.049738362
143219,0.01670139,0.22047302,0.7628256
360041,0.6720162,0.31294566,0.015038177
378036,0.016080802,0.89031696,0.093602285
613583,0.006602927,0.2615159,0.73188114
992040,0.0009030673,0.42996326,0.5691337
849585,0.03820076,0.89316803,0.068631284
491236,0.0009485934,0.16296372,0.83608764
847580,0.018368859,0.09997596,0.8816552
229211,0.0019089987,0.057688635,0.9404023
173624,0.38674328,0.5299139,0.08334283
642562,0.015141078,0.94301885,0.04184007
86467,0.026746744,0.8018115,0.17144173
684629,0.67912996,0.3046637,0.016206367
304627,0.35875922,0.6373034,0.003937374
255913,0.0031461406,0.25075737,0.74609655
861624,0.0006867749,0.4438546,0.5554586
367328,0.55598783,0.43330663,0.010705538
13216,0.0051221726,0.08870307,0.9061747
838446,0.007844087,0.33412558,0.65803033
981040,0.009209913,0.7544915,0.2362986
335849,0.027592953,0.817624,0.15478303
823769,0.032100923,0.72966146,0.2382376
666855,0.06565776,0.82224697,0.11209528
398783,0.0019922934,0.88014424,0.11786347
