building_id,proba_grado1,proba_grado2,proba_grado3
300051,0.0,0.0,1.0
99355,0.0,1.0,0.0
890251,0.0,0.0,1.0
745817,0.5227525864013476,0.4772474135986524,0.0
421793,0.0,0.0,1.0
871976,0.0,1.0,0.0
691228,0.0,1.0,0.0
896100,0.0,0.0,1.0
343471,0.0,1.0,0.0
766647,0.0,1.0,0.0
800548,0.0,1.0,0.0
652685,0.0,1.0,0.0
590834,0.0,1.0,0.0
612530,0.0,0.08055962843663356,0.9194403715633663
535718,0.0,1.0,0.0
269418,0.0,1.0,0.0
281421,0.0,1.0,0.0
797571,0.0,1.0,0.0
216579,0.0,1.0,0.0
81554,0.0,0.8051775565623266,0.1948224434376733
132785,0.0,1.0,0.0
976125,0.0,0.14986431057882832,0.8501356894211717
851237,0.0,0.07989990998105774,0.9201000900189423
322922,0.0,0.2566625388883281,0.7433374611116719
786774,0.0,1.0,0.0
922680,0.0,0.9336985876682392,0.06630141233176073
134349,0.3010715766071069,0.0,0.6989284233928931
551456,0.0,0.4329358003105113,0.5670641996894887
194812,0.0,1.0,0.0
520031,0.0,0.06481024353291007,0.9351897564670899
765502,0.0,0.0,1.0
517764,0.4881153500046685,0.5118846499953313,0.0
174470,0.0,1.0,0.0
395012,0.0,1.0,0.0
159776,0.0,0.43551935456341145,0.5644806454365885
62638,0.0,0.9531947273388618,0.04680527266113829
65760,0.0,1.0,0.0
761527,0.0,1.0,0.0
37201,1.0,0.0,0.0
853163,0.0,1.0,0.0
562505,0.0,1.0,0.0
349010,0.0,0.0697478568318778,0.9302521431681222
780817,0.0,1.0,0.0
179897,0.0,1.0,0.0
845103,0.0,0.5526598462596694,0.4473401537403307
171560,0.0,0.029272490400945837,0.9707275095990542
586661,0.0,1.0,0.0
84102,0.0,1.0,0.0
610806,0.0,0.39084817224644547,0.6091518277535545
269531,0.0,1.0,0.0
3781,0.0,1.0,0.0
127674,0.0,0.9278886201271278,0.07211137987287221
820462,0.0,1.0,0.0
