building_id,proba_grado1,proba_grado2,proba_grado3
300051,0.0043557067,0.1646117,0.8310326
99355,0.00011801945,0.9996276,0.00025440837
890251,0.0011098466,0.011118059,0.9877721
745817,0.6627916,0.33654866,0.0006597701
421793,0.00034367756,0.18126339,0.81839293
871976,0.00093826215,0.8315933,0.16746853
691228,0.40319243,0.5913294,0.0054781316
896100,8.575174e-06,0.00014954421,0.9998418
343471,0.0002927803,0.8231185,0.1765887
766647,0.042903583,0.83449894,0.12259751
800548,0.016989693,0.98099464,0.0020156046
652685,0.06235092,0.63264775,0.30500132
590834,0.030272998,0.76710826,0.20261872
612530,0.0010509482,0.43734404,0.56160504
535718,0.16286501,0.83366936,0.003465623
269418,0.0009008981,0.76412535,0.23497374
281421,0.07855227,0.69010943,0.2313383
797571,0.0003153715,0.7588463,0.24083833
216579,0.0034895241,0.83818614,0.15832438
81554,0.13485603,0.6639404,0.2012035
132785,0.0005887298,0.95197994,0.04743141
976125,0.0003392951,0.4171489,0.5825118
851237,0.005234169,0.4424718,0.552294
322922,0.00045844205,0.3973085,0.60223305
786774,0.118666686,0.8698974,0.011435893
922680,0.003703602,0.59891367,0.39738268
134349,0.4145201,0.11730629,0.46817365
551456,0.00019315156,0.6458813,0.35392556
194812,0.0031762554,0.98410356,0.012720188
520031,0.0009782248,0.30673373,0.69228804
765502,0.0067972457,0.29749128,0.6957115
517764,0.5352397,0.41498998,0.04977039
174470,0.0009948027,0.94861263,0.05039258
395012,0.00031351086,0.9398897,0.059796702
159776,0.014704242,0.47371212,0.5115836
62638,0.005262051,0.5625751,0.43216288
65760,0.08514302,0.6732626,0.24159442
761527,0.0032159272,0.9588459,0.037938174
37201,0.6545595,0.32892492,0.016515601
853163,0.0041733733,0.56566745,0.43015915
562505,0.0070197154,0.97540647,0.017573817
349010,0.00027476717,0.38823667,0.6114886
780817,0.1299786,0.7097217,0.16029975
179897,0.1905926,0.64919615,0.16021124
845103,0.0004836187,0.61182934,0.38768703
171560,0.023902131,0.1596477,0.8164501
586661,0.00028491957,0.9294251,0.07029003
84102,0.051738933,0.9460589,0.0022021662
610806,0.0070581906,0.3330699,0.65987194
269531,0.00039060245,0.8728566,0.1267528
3781,0.00014733367,0.8058282,0.19402441
127674,0.0032353175,0.5650755,0.43168914
820462,0.006915152,0.8938262,0.0992587
955190,0.0054111076,0.7379927,0.25659618
405557,0.15446387,0.76308954,0.08244664
143219,0.0011091334,0.39706498,0.60182583
360041,0.5923229,0.39327535,0.014401723
378036,0.0014744126,0.97934556,0.019180058
613583,0.0012220636,0.2501225,0.74865544
992040,0.00013879716,0.54853505,0.45132613
849585,0.0014671353,0.99360424,0.004928685
491236,5.4768687e-05,0.014599331,0.98534584
847580,0.00011921153,0.02635409,0.9735267
