building_id,1,2,3
300051,0.0,0.41142261606786085,0.5885773839321391
99355,0.0,1.0,0.0
890251,0.0,0.0,1.0
745817,0.5548443720268138,0.44515562797318614,0.0
421793,0.0,0.27775614524831105,0.7222438547516888
871976,0.0,0.8319135057761854,0.16808649422381464
691228,0.34417668201762347,0.6558233179823765,0.0
896100,0.0,0.0,1.0
343471,0.0,1.0,0.0
766647,0.0,0.8389875555866048,0.16101244441339527
800548,0.0,1.0,0.0
652685,0.21990286515781118,0.6913451626550723,0.08875197218711638
590834,0.050743017272038934,0.656366535132236,0.29289044759572513
612530,0.0,0.4866675421807409,0.5133324578192592
535718,0.19207516027522353,0.8079248397247765,0.0
269418,0.0,0.8270469279877105,0.17295307201228952
281421,0.0,0.9246916970768034,0.07530830292319664
797571,0.0,0.7681648947315473,0.23183510526845277
216579,0.0,0.8273356368511154,0.17266436314888453
81554,0.19901264010084962,0.6438348966808681,0.15715246321828205
132785,0.0,1.0,0.0
976125,0.0,0.37118119104218206,0.6288188089578178
851237,0.0,0.25153141873834756,0.7484685812616524
322922,0.0,0.4614755372205496,0.5385244627794504
786774,0.10152464480751396,0.8550161308594899,0.04345922433299612
922680,0.0,0.4789703807054372,0.5210296192945629
134349,0.3870118428530034,0.047960294019607906,0.5650278631273886
551456,0.0,0.593328969462019,0.40667103053798087
194812,0.031799280530894154,0.9682007194691059,0.0
520031,0.0,0.4104448985872551,0.589555101412745
765502,0.0,0.26558873881406264,0.7344112611859374
517764,0.52703695662588,0.4349469907225572,0.03801605265156277
174470,0.0,0.9582217449722911,0.041778255027708926
395012,0.0,0.8820991965696481,0.11790080343035186
159776,0.0,0.4936327624129344,0.5063672375870656
62638,0.0,0.7283443548939886,0.27165564510601126
65760,0.04864923772377941,0.8619714661720129,0.08937929610420767
761527,0.0,1.0,0.0
37201,0.7681674865792036,0.2057958753407001,0.02603663808009626
853163,0.0,0.7110364165889871,0.28896358341101297
562505,0.0,1.0,0.0
349010,0.0,0.22957964220956936,0.7704203577904306
780817,0.22344759514669046,0.6822736741308575,0.09427873072245196
179897,0.255495286215821,0.626499851600499,0.11800486218367993
845103,0.0,1.0,0.0
171560,0.0015712945583170738,0.02049487683330846,0.9779338286083744
586661,0.0,1.0,0.0
84102,0.1023134939782902,0.8976865060217097,0.0
610806,0.0,0.5601544618196617,0.4398455381803383
269531,0.0,0.8754977713250252,0.12450222867497489
3781,0.0,0.8372117543781841,0.16278824562181599
127674,0.0,0.7639092662522143,0.23609073374778575
820462,0.0,0.8505815400991888,0.14941845990081104
955190,0.0,0.36096760592565447,0.6390323940743455
405557,0.0966314897512544,0.6893585601696083,0.2140099500791373
143219,0.0,0.29878524242257715,0.7012147575774228
360041,0.5840449564172684,0.3796135591124524,0.036341484470279344
378036,0.0,1.0,0.0
613583,0.0,0.3622772533880224,0.6377227466119776
992040,0.0,0.4981822739895277,0.5018177260104724
849585,0.0,1.0,0.0
491236,0.0,0.03725955816282558,0.9627404418371744
847580,0.0,0.0,1.0
229211,0.0,0.07642509367669943,0.9235749063233005
173624,0.3300494468894005,0.6262760852165585,0.04367446789404102
642562,0.0,1.0,0.0
86467,0.0,1.0,0.0
684629,0.8748662271469961,0.12513377285300376,0.0
304627,0.24819908244015554,0.6767896344267555,0.07501128313308891
255913,0.0,0.0,1.0
861624,0.0,0.9205036101232433,0.07949638987675668
367328,0.3232180734506479,0.6767819265493521,0.0
13216,0.0,0.0,1.0
838446,0.03825913086959068,0.44407446711748644,0.5176664020129229
981040,0.0,0.5803917600033289,0.41960823999667113
335849,0.03251652100927166,0.7617650744203592,0.20571840457036908
823769,0.0391296744334817,0.5279357949190057,0.4329345306475127
666855,0.0,1.0,0.0
398783,0.0,0.7886476746733438,0.21135232532665615
829946,0.0327564180816197,0.9341058875733659,0.033137694345014464
326177,0.0,0.0,1.0
359387,0.0,0.1619406032985117,0.8380593967014883
